,time_stamp,action,roll,avoidl,avoidr,speed,2d_file_path,3d_file_path
41,2022_11_09_09_33_37,forward,-0.987,0.649,0.765,500.0,2022_11_09_09_33_37.jpg,2022_11_09_09_33_37.jpg
42,2022_11_09_09_33_38,forward,-0.987,0.642,0.768,500.0,2022_11_09_09_33_38.jpg,2022_11_09_09_33_38.jpg
43,2022_11_09_09_33_39,forward,-0.987,0.642,0.773,500.0,2022_11_09_09_33_39.jpg,2022_11_09_09_33_39.jpg
44,2022_11_09_09_33_40,forward,-0.939,0.642,0.774,500.0,2022_11_09_09_33_40.jpg,2022_11_09_09_33_40.jpg
45,2022_11_09_09_33_41,forward,-0.939,0.63,0.78,500.0,2022_11_09_09_33_41.jpg,2022_11_09_09_33_41.jpg
46,2022_11_09_09_33_42,forward,-0.939,0.622,0.786,500.0,2022_11_09_09_33_42.jpg,2022_11_09_09_33_42.jpg
47,2022_11_09_09_33_43,forward,-1.118,0.622,0.787,500.0,2022_11_09_09_33_43.jpg,2022_11_09_09_33_43.jpg
48,2022_11_09_09_34_29,right,-1.034,0.607,0.794,500.0,2022_11_09_09_34_29.jpg,2022_11_09_09_34_29.jpg
49,2022_11_09_09_34_30,right,-1.048,0.607,0.794,500.0,2022_11_09_09_34_30.jpg,2022_11_09_09_34_30.jpg
50,2022_11_09_09_34_31,right,-1.048,0.607,0.795,500.0,2022_11_09_09_34_31.jpg,2022_11_09_09_34_31.jpg
51,2022_11_09_09_34_32,right,-1.048,0.607,0.796,500.0,2022_11_09_09_34_32.jpg,2022_11_09_09_34_32.jpg
52,2022_11_09_09_34_42,forward,-1.112,0.599,0.801,500.0,2022_11_09_09_34_42.jpg,2022_11_09_09_34_42.jpg
53,2022_11_09_09_34_43,forward,-1.112,0.599,0.798,500.0,2022_11_09_09_34_43.jpg,2022_11_09_09_34_43.jpg
54,2022_11_09_09_34_44,forward,-1.112,0.599,0.802,500.0,2022_11_09_09_34_44.jpg,2022_11_09_09_34_44.jpg
55,2022_11_09_09_34_45,forward,-1.148,0.596,0.805,500.0,2022_11_09_09_34_45.jpg,2022_11_09_09_34_45.jpg
56,2022_11_09_09_34_46,forward,-1.148,0.596,0.805,500.0,2022_11_09_09_34_46.jpg,2022_11_09_09_34_46.jpg
57,2022_11_09_09_34_47,forward,-1.148,0.593,0.799,500.0,2022_11_09_09_34_47.jpg,2022_11_09_09_34_47.jpg
58,2022_11_09_09_34_48,forward,-0.798,0.593,0.803,500.0,2022_11_09_09_34_48.jpg,2022_11_09_09_34_48.jpg
59,2022_11_09_09_34_49,forward,-0.798,0.596,0.806,500.0,2022_11_09_09_34_49.jpg,2022_11_09_09_34_49.jpg
60,2022_11_09_09_34_50,forward,-0.798,0.596,0.811,500.0,2022_11_09_09_34_50.jpg,2022_11_09_09_34_50.jpg
61,2022_11_09_09_34_51,forward,-1.035,0.589,0.812,500.0,2022_11_09_09_34_51.jpg,2022_11_09_09_34_51.jpg
62,2022_11_09_09_34_52,forward,-1.035,0.589,0.811,500.0,2022_11_09_09_34_52.jpg,2022_11_09_09_34_52.jpg
63,2022_11_09_09_34_53,forward,-1.035,0.586,0.814,500.0,2022_11_09_09_34_53.jpg,2022_11_09_09_34_53.jpg
64,2022_11_09_09_34_54,forward,-1.139,0.586,0.812,500.0,2022_11_09_09_34_54.jpg,2022_11_09_09_34_54.jpg
65,2022_11_09_09_34_55,forward,-1.139,0.583,0.813,500.0,2022_11_09_09_34_55.jpg,2022_11_09_09_34_55.jpg
66,2022_11_09_09_34_56,forward,-1.139,0.583,0.817,500.0,2022_11_09_09_34_56.jpg,2022_11_09_09_34_56.jpg
67,2022_11_09_09_34_57,forward,-0.92,0.582,0.816,500.0,2022_11_09_09_34_57.jpg,2022_11_09_09_34_57.jpg
68,2022_11_09_09_34_58,forward,-0.92,0.582,0.817,500.0,2022_11_09_09_34_58.jpg,2022_11_09_09_34_58.jpg
69,2022_11_09_09_34_59,forward,-0.92,0.583,0.818,500.0,2022_11_09_09_34_59.jpg,2022_11_09_09_34_59.jpg
70,2022_11_09_09_35_00,forward,-0.983,0.583,0.819,500.0,2022_11_09_09_35_00.jpg,2022_11_09_09_35_00.jpg
71,2022_11_09_09_35_01,forward,-0.983,0.581,0.82,500.0,2022_11_09_09_35_01.jpg,2022_11_09_09_35_01.jpg
72,2022_11_09_09_35_02,forward,-0.983,0.581,0.822,500.0,2022_11_09_09_35_02.jpg,2022_11_09_09_35_02.jpg
73,2022_11_09_09_35_03,forward,-0.846,0.604,0.821,500.0,2022_11_09_09_35_03.jpg,2022_11_09_09_35_03.jpg
74,2022_11_09_09_35_04,forward,-0.846,0.604,0.826,500.0,2022_11_09_09_35_04.jpg,2022_11_09_09_35_04.jpg
75,2022_11_09_09_35_05,forward,-0.846,0.707,0.828,500.0,2022_11_09_09_35_05.jpg,2022_11_09_09_35_05.jpg
76,2022_11_09_09_35_06,forward,-0.994,0.707,0.826,500.0,2022_11_09_09_35_06.jpg,2022_11_09_09_35_06.jpg
77,2022_11_09_09_35_07,forward,-0.994,4.484,0.826,500.0,2022_11_09_09_35_07.jpg,2022_11_09_09_35_07.jpg
78,2022_11_09_09_35_08,forward,-0.994,4.484,0.829,500.0,2022_11_09_09_35_08.jpg,2022_11_09_09_35_08.jpg
79,2022_11_09_09_35_09,forward,-0.696,4.484,0.83,500.0,2022_11_09_09_35_09.jpg,2022_11_09_09_35_09.jpg
80,2022_11_09_09_35_10,forward,-0.696,4.484,0.831,500.0,2022_11_09_09_35_10.jpg,2022_11_09_09_35_10.jpg
81,2022_11_09_09_35_11,forward,-0.696,4.485,0.836,500.0,2022_11_09_09_35_11.jpg,2022_11_09_09_35_11.jpg
82,2022_11_09_09_35_12,forward,-0.853,4.485,0.835,500.0,2022_11_09_09_35_12.jpg,2022_11_09_09_35_12.jpg
83,2022_11_09_09_35_13,forward,-0.853,8.958,0.834,500.0,2022_11_09_09_35_13.jpg,2022_11_09_09_35_13.jpg
84,2022_11_09_09_35_14,forward,-0.853,8.958,0.835,500.0,2022_11_09_09_35_14.jpg,2022_11_09_09_35_14.jpg
85,2022_11_09_09_35_15,forward,-0.713,8.944,0.834,500.0,2022_11_09_09_35_15.jpg,2022_11_09_09_35_15.jpg
86,2022_11_09_09_35_16,forward,-0.713,8.944,0.837,500.0,2022_11_09_09_35_16.jpg,2022_11_09_09_35_16.jpg
87,2022_11_09_09_35_17,forward,-0.713,13.407,0.84,500.0,2022_11_09_09_35_17.jpg,2022_11_09_09_35_17.jpg
88,2022_11_09_09_35_18,forward,-0.733,13.407,0.841,500.0,2022_11_09_09_35_18.jpg,2022_11_09_09_35_18.jpg
89,2022_11_09_09_35_19,forward,-0.733,4.476,0.839,500.0,2022_11_09_09_35_19.jpg,2022_11_09_09_35_19.jpg
90,2022_11_09_09_35_20,forward,-0.733,4.476,0.841,500.0,2022_11_09_09_35_20.jpg,2022_11_09_09_35_20.jpg
91,2022_11_09_09_35_21,forward,-0.651,17.864,0.84,500.0,2022_11_09_09_35_21.jpg,2022_11_09_09_35_21.jpg
92,2022_11_09_09_35_22,forward,-0.651,17.864,0.847,500.0,2022_11_09_09_35_22.jpg,2022_11_09_09_35_22.jpg
93,2022_11_09_09_35_23,forward,-0.651,9.069,0.847,500.0,2022_11_09_09_35_23.jpg,2022_11_09_09_35_23.jpg
94,2022_11_09_09_35_24,forward,-0.757,9.069,0.85,500.0,2022_11_09_09_35_24.jpg,2022_11_09_09_35_24.jpg
95,2022_11_09_09_35_25,forward,-0.757,8.924,0.849,500.0,2022_11_09_09_35_25.jpg,2022_11_09_09_35_25.jpg
96,2022_11_09_09_35_26,forward,-0.757,8.924,0.85,500.0,2022_11_09_09_35_26.jpg,2022_11_09_09_35_26.jpg
97,2022_11_09_09_35_27,forward,-0.637,8.925,0.854,500.0,2022_11_09_09_35_27.jpg,2022_11_09_09_35_27.jpg
98,2022_11_09_09_35_28,forward,-0.637,8.925,0.854,500.0,2022_11_09_09_35_28.jpg,2022_11_09_09_35_28.jpg
99,2022_11_09_09_35_29,forward,-0.637,8.921,0.859,500.0,2022_11_09_09_35_29.jpg,2022_11_09_09_35_29.jpg
100,2022_11_09_09_35_30,forward,-0.935,8.921,0.857,500.0,2022_11_09_09_35_30.jpg,2022_11_09_09_35_30.jpg
101,2022_11_09_09_35_31,forward,-0.935,4.463,0.858,500.0,2022_11_09_09_35_31.jpg,2022_11_09_09_35_31.jpg
102,2022_11_09_09_35_32,forward,-0.935,4.463,0.861,500.0,2022_11_09_09_35_32.jpg,2022_11_09_09_35_32.jpg
103,2022_11_09_09_35_33,forward,-0.771,8.898,0.86,500.0,2022_11_09_09_35_33.jpg,2022_11_09_09_35_33.jpg
104,2022_11_09_09_35_34,forward,-0.771,8.898,0.865,500.0,2022_11_09_09_35_34.jpg,2022_11_09_09_35_34.jpg
105,2022_11_09_09_35_35,forward,-0.771,4.454,0.865,500.0,2022_11_09_09_35_35.jpg,2022_11_09_09_35_35.jpg
106,2022_11_09_09_35_36,forward,-0.995,4.454,0.865,500.0,2022_11_09_09_35_36.jpg,2022_11_09_09_35_36.jpg
107,2022_11_09_09_35_37,forward,-0.995,4.45,0.865,500.0,2022_11_09_09_35_37.jpg,2022_11_09_09_35_37.jpg
108,2022_11_09_09_35_38,forward,-0.995,4.45,0.865,500.0,2022_11_09_09_35_38.jpg,2022_11_09_09_35_38.jpg
109,2022_11_09_09_35_43,forward,-0.967,4.443,0.866,500.0,2022_11_09_09_35_43.jpg,2022_11_09_09_35_43.jpg
110,2022_11_09_09_35_44,forward,-0.967,4.443,0.866,500.0,2022_11_09_09_35_44.jpg,2022_11_09_09_35_44.jpg
111,2022_11_09_09_35_45,forward,-0.959,4.443,0.867,500.0,2022_11_09_09_35_45.jpg,2022_11_09_09_35_45.jpg
112,2022_11_09_09_35_46,forward,-0.959,4.443,0.867,500.0,2022_11_09_09_35_46.jpg,2022_11_09_09_35_46.jpg
113,2022_11_09_09_35_47,forward,-0.864,4.444,0.866,500.0,2022_11_09_09_35_47.jpg,2022_11_09_09_35_47.jpg
114,2022_11_09_09_35_48,forward,-0.864,4.444,0.867,500.0,2022_11_09_09_35_48.jpg,2022_11_09_09_35_48.jpg
115,2022_11_09_09_35_49,forward,-0.864,8.87,0.867,500.0,2022_11_09_09_35_49.jpg,2022_11_09_09_35_49.jpg
116,2022_11_09_09_35_50,forward,-0.988,8.87,0.873,500.0,2022_11_09_09_35_50.jpg,2022_11_09_09_35_50.jpg
117,2022_11_09_09_35_51,forward,-0.988,4.436,0.874,500.0,2022_11_09_09_35_51.jpg,2022_11_09_09_35_51.jpg
118,2022_11_09_09_35_52,forward,-0.988,4.436,0.875,500.0,2022_11_09_09_35_52.jpg,2022_11_09_09_35_52.jpg
119,2022_11_09_09_35_53,forward,-0.973,4.444,0.873,500.0,2022_11_09_09_35_53.jpg,2022_11_09_09_35_53.jpg
120,2022_11_09_09_35_54,forward,-0.973,4.444,0.872,500.0,2022_11_09_09_35_54.jpg,2022_11_09_09_35_54.jpg
121,2022_11_09_09_35_55,forward,-0.973,4.437,0.873,500.0,2022_11_09_09_35_55.jpg,2022_11_09_09_35_55.jpg
122,2022_11_09_09_36_28,forward,-0.915,4.447,0.873,500.0,2022_11_09_09_36_28.jpg,2022_11_09_09_36_28.jpg
123,2022_11_09_09_36_29,forward,-0.914,4.447,0.873,500.0,2022_11_09_09_36_29.jpg,2022_11_09_09_36_29.jpg
124,2022_11_09_09_36_30,forward,-0.914,4.447,0.871,500.0,2022_11_09_09_36_30.jpg,2022_11_09_09_36_30.jpg
125,2022_11_09_09_36_31,forward,-0.914,4.451,0.873,500.0,2022_11_09_09_36_31.jpg,2022_11_09_09_36_31.jpg
126,2022_11_09_09_36_32,forward,-0.688,4.451,0.874,500.0,2022_11_09_09_36_32.jpg,2022_11_09_09_36_32.jpg
127,2022_11_09_09_36_33,forward,-0.688,4.451,0.877,500.0,2022_11_09_09_36_33.jpg,2022_11_09_09_36_33.jpg
128,2022_11_09_09_36_34,forward,-0.688,22.014,0.879,500.0,2022_11_09_09_36_34.jpg,2022_11_09_09_36_34.jpg
129,2022_11_09_09_36_35,forward,-0.776,22.038,0.884,500.0,2022_11_09_09_36_35.jpg,2022_11_09_09_36_35.jpg
130,2022_11_09_09_36_36,forward,-0.776,22.038,0.884,500.0,2022_11_09_09_36_36.jpg,2022_11_09_09_36_36.jpg
131,2022_11_09_09_36_37,forward,-0.776,22.038,0.885,500.0,2022_11_09_09_36_37.jpg,2022_11_09_09_36_37.jpg
132,2022_11_09_09_36_38,forward,-0.687,22.062,0.884,500.0,2022_11_09_09_36_38.jpg,2022_11_09_09_36_38.jpg
133,2022_11_09_09_36_39,forward,-0.687,22.062,0.889,500.0,2022_11_09_09_36_39.jpg,2022_11_09_09_36_39.jpg
134,2022_11_09_09_36_40,forward,-0.687,24.091,0.894,500.0,2022_11_09_09_36_40.jpg,2022_11_09_09_36_40.jpg
135,2022_11_09_09_36_41,forward,-0.677,10.917,0.913,500.0,2022_11_09_09_36_41.jpg,2022_11_09_09_36_41.jpg
136,2022_11_09_09_36_42,forward,-0.677,10.917,0.973,500.0,2022_11_09_09_36_42.jpg,2022_11_09_09_36_42.jpg
137,2022_11_09_09_36_43,forward,-0.677,10.917,0.974,500.0,2022_11_09_09_36_43.jpg,2022_11_09_09_36_43.jpg
138,2022_11_09_09_36_44,forward,-0.63,1.903,5.49,500.0,2022_11_09_09_36_44.jpg,2022_11_09_09_36_44.jpg
139,2022_11_09_09_36_45,forward,-0.63,1.719,5.536,500.0,2022_11_09_09_36_45.jpg,2022_11_09_09_36_45.jpg
140,2022_11_09_09_36_46,forward,-0.63,1.719,5.623,500.0,2022_11_09_09_36_46.jpg,2022_11_09_09_36_46.jpg
141,2022_11_09_09_36_47,forward,-0.689,1.719,5.475,500.0,2022_11_09_09_36_47.jpg,2022_11_09_09_36_47.jpg
142,2022_11_09_09_37_53,forward,-0.653,1.473,5.451,500.0,2022_11_09_09_37_53.jpg,2022_11_09_09_37_53.jpg
143,2022_11_09_09_37_54,forward,-0.653,1.473,5.448,500.0,2022_11_09_09_37_54.jpg,2022_11_09_09_37_54.jpg
144,2022_11_09_09_37_55,forward,-0.612,1.473,5.569,500.0,2022_11_09_09_37_55.jpg,2022_11_09_09_37_55.jpg
145,2022_11_09_09_37_56,forward,-0.612,1.473,5.385,500.0,2022_11_09_09_37_56.jpg,2022_11_09_09_37_56.jpg
146,2022_11_09_09_37_57,forward,-0.612,1.473,5.384,500.0,2022_11_09_09_37_57.jpg,2022_11_09_09_37_57.jpg
147,2022_11_09_09_37_58,forward,-0.617,1.383,5.361,500.0,2022_11_09_09_37_58.jpg,2022_11_09_09_37_58.jpg
148,2022_11_09_09_37_59,forward,-0.617,1.297,5.332,500.0,2022_11_09_09_37_59.jpg,2022_11_09_09_37_59.jpg
149,2022_11_09_09_38_00,forward,-0.617,1.297,5.372,500.0,2022_11_09_09_38_00.jpg,2022_11_09_09_38_00.jpg
150,2022_11_09_09_38_01,forward,-0.423,1.297,5.294,500.0,2022_11_09_09_38_01.jpg,2022_11_09_09_38_01.jpg
151,2022_11_09_09_38_02,forward,-0.423,1.246,5.313,500.0,2022_11_09_09_38_02.jpg,2022_11_09_09_38_02.jpg
152,2022_11_09_09_38_03,forward,-0.423,1.246,5.288,500.0,2022_11_09_09_38_03.jpg,2022_11_09_09_38_03.jpg
153,2022_11_09_09_38_04,forward,-0.47,1.191,5.237,500.0,2022_11_09_09_38_04.jpg,2022_11_09_09_38_04.jpg
154,2022_11_09_09_38_05,forward,-0.47,1.15,5.235,500.0,2022_11_09_09_38_05.jpg,2022_11_09_09_38_05.jpg
155,2022_11_09_09_38_06,forward,-0.47,1.15,5.223,500.0,2022_11_09_09_38_06.jpg,2022_11_09_09_38_06.jpg
156,2022_11_09_09_38_07,forward,-0.332,1.15,5.222,500.0,2022_11_09_09_38_07.jpg,2022_11_09_09_38_07.jpg
157,2022_11_09_09_38_08,forward,-0.332,1.102,5.219,500.0,2022_11_09_09_38_08.jpg,2022_11_09_09_38_08.jpg
158,2022_11_09_09_38_09,forward,-0.332,1.075,5.217,500.0,2022_11_09_09_38_09.jpg,2022_11_09_09_38_09.jpg
159,2022_11_09_09_38_10,forward,-0.364,1.075,5.227,500.0,2022_11_09_09_38_10.jpg,2022_11_09_09_38_10.jpg
160,2022_11_09_09_38_11,forward,-0.364,1.075,5.219,500.0,2022_11_09_09_38_11.jpg,2022_11_09_09_38_11.jpg
161,2022_11_09_09_38_12,forward,-0.364,27.429,5.222,500.0,2022_11_09_09_38_12.jpg,2022_11_09_09_38_12.jpg
162,2022_11_09_09_38_13,forward,-0.286,27.429,5.22,500.0,2022_11_09_09_38_13.jpg,2022_11_09_09_38_13.jpg
163,2022_11_09_09_38_14,forward,-0.286,1.028,11.552,500.0,2022_11_09_09_38_14.jpg,2022_11_09_09_38_14.jpg
164,2022_11_09_09_38_15,forward,-0.286,1.021,5.223,500.0,2022_11_09_09_38_15.jpg,2022_11_09_09_38_15.jpg
165,2022_11_09_09_38_16,forward,-0.315,1.021,5.221,500.0,2022_11_09_09_38_16.jpg,2022_11_09_09_38_16.jpg
166,2022_11_09_09_38_17,forward,-0.315,1.021,5.223,500.0,2022_11_09_09_38_17.jpg,2022_11_09_09_38_17.jpg
167,2022_11_09_09_38_18,forward,-0.315,1.022,5.227,500.0,2022_11_09_09_38_18.jpg,2022_11_09_09_38_18.jpg
168,2022_11_09_09_38_19,forward,-0.197,1.022,5.234,500.0,2022_11_09_09_38_19.jpg,2022_11_09_09_38_19.jpg
169,2022_11_09_09_38_20,forward,-0.197,1.021,5.229,500.0,2022_11_09_09_38_20.jpg,2022_11_09_09_38_20.jpg
170,2022_11_09_09_38_21,forward,-0.197,1.023,5.234,500.0,2022_11_09_09_38_21.jpg,2022_11_09_09_38_21.jpg
171,2022_11_09_09_38_22,forward,-0.171,1.023,5.237,500.0,2022_11_09_09_38_22.jpg,2022_11_09_09_38_22.jpg
172,2022_11_09_09_38_23,forward,-0.171,1.023,5.233,500.0,2022_11_09_09_38_23.jpg,2022_11_09_09_38_23.jpg
173,2022_11_09_09_38_24,forward,-0.171,1.016,5.24,500.0,2022_11_09_09_38_24.jpg,2022_11_09_09_38_24.jpg
174,2022_11_09_09_38_25,forward,-0.226,1.017,5.243,500.0,2022_11_09_09_38_25.jpg,2022_11_09_09_38_25.jpg
175,2022_11_09_09_38_26,forward,-0.226,1.017,5.245,500.0,2022_11_09_09_38_26.jpg,2022_11_09_09_38_26.jpg
176,2022_11_09_09_38_27,forward,-0.226,1.017,5.25,500.0,2022_11_09_09_38_27.jpg,2022_11_09_09_38_27.jpg
177,2022_11_09_09_38_28,forward,-0.228,1.01,5.247,500.0,2022_11_09_09_38_28.jpg,2022_11_09_09_38_28.jpg
178,2022_11_09_09_38_29,forward,-0.228,1.01,5.249,500.0,2022_11_09_09_38_29.jpg,2022_11_09_09_38_29.jpg
179,2022_11_09_09_38_30,forward,-0.228,1.006,5.254,500.0,2022_11_09_09_38_30.jpg,2022_11_09_09_38_30.jpg
180,2022_11_09_09_38_31,forward,-0.196,1.005,5.257,500.0,2022_11_09_09_38_31.jpg,2022_11_09_09_38_31.jpg
181,2022_11_09_09_38_32,forward,-0.196,1.005,5.258,500.0,2022_11_09_09_38_32.jpg,2022_11_09_09_38_32.jpg
182,2022_11_09_09_38_33,forward,-0.196,1.005,5.268,500.0,2022_11_09_09_38_33.jpg,2022_11_09_09_38_33.jpg
183,2022_11_09_09_38_34,forward,-0.343,0.996,5.273,500.0,2022_11_09_09_38_34.jpg,2022_11_09_09_38_34.jpg
184,2022_11_09_09_38_35,forward,-0.343,0.996,5.269,500.0,2022_11_09_09_38_35.jpg,2022_11_09_09_38_35.jpg
185,2022_11_09_09_38_36,forward,-0.343,0.99,5.269,500.0,2022_11_09_09_38_36.jpg,2022_11_09_09_38_36.jpg
186,2022_11_09_09_38_37,forward,-0.27,0.989,5.273,500.0,2022_11_09_09_38_37.jpg,2022_11_09_09_38_37.jpg
187,2022_11_09_09_38_38,forward,-0.27,0.989,5.277,500.0,2022_11_09_09_38_38.jpg,2022_11_09_09_38_38.jpg
188,2022_11_09_09_38_39,forward,-0.27,0.989,5.277,500.0,2022_11_09_09_38_39.jpg,2022_11_09_09_38_39.jpg
189,2022_11_09_09_38_40,forward,-0.387,0.991,5.279,500.0,2022_11_09_09_38_40.jpg,2022_11_09_09_38_40.jpg
190,2022_11_09_09_38_41,forward,-0.387,0.981,5.28,500.0,2022_11_09_09_38_41.jpg,2022_11_09_09_38_41.jpg
191,2022_11_09_09_38_42,forward,-0.387,0.981,5.282,500.0,2022_11_09_09_38_42.jpg,2022_11_09_09_38_42.jpg
192,2022_11_09_09_38_43,forward,-0.413,0.981,5.284,500.0,2022_11_09_09_38_43.jpg,2022_11_09_09_38_43.jpg
193,2022_11_09_09_38_52,forward,-0.415,0.975,5.29,500.0,2022_11_09_09_38_52.jpg,2022_11_09_09_38_52.jpg
194,2022_11_09_09_38_53,forward,-0.415,0.975,5.293,500.0,2022_11_09_09_38_53.jpg,2022_11_09_09_38_53.jpg
195,2022_11_09_09_38_54,forward,-0.499,0.975,10.581,500.0,2022_11_09_09_38_54.jpg,2022_11_09_09_38_54.jpg
196,2022_11_09_09_38_55,forward,-0.499,0.975,10.576,500.0,2022_11_09_09_38_55.jpg,2022_11_09_09_38_55.jpg
197,2022_11_09_09_38_56,forward,-0.499,0.963,5.298,500.0,2022_11_09_09_38_56.jpg,2022_11_09_09_38_56.jpg
198,2022_11_09_09_38_57,forward,-0.488,0.961,5.307,500.0,2022_11_09_09_38_57.jpg,2022_11_09_09_38_57.jpg
199,2022_11_09_09_38_58,forward,-0.488,0.961,5.306,500.0,2022_11_09_09_38_58.jpg,2022_11_09_09_38_58.jpg
200,2022_11_09_09_38_59,forward,-0.488,0.961,10.602,500.0,2022_11_09_09_38_59.jpg,2022_11_09_09_38_59.jpg
